No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2010,2013,5,23,17,85,168,26,45,900,243,28.2,999.2,10.4,0,12,1.3,5
2011,2013,5,23,18,89,214,29,48,1100,224,26.8,999.3,10.9,0,11,1.3,5
2012,2013,5,23,19,92,205,32,52,1399,200,25.2,999.9,12.4,0,15,0.5,5
2013,2013,5,23,20,95,195,28,51,1700,180,25.1,1001.5,12.7,0,9,0.6,5
2014,2013,5,23,21,109,236,31,83,1899,126,23.6,1001.9,13.2,0,13,0.5,5
2015,2013,5,23,22,108,231,28,101,2100,81,22.5,1002.1,13.3,0,14,0,5
2016,2013,5,23,23,121,233,27,128,2000,46,22.4,1002,13.7,0,3,0.1,5
2017,2013,5,24,0,111,189,25,107,1800,61,21.5,1001.9,13.1,0,15,0.5,5
2018,2013,5,24,1,127,216,27,120,2000,52,20.8,1002.3,13.7,0,13,0.1,5
2019,2013,5,24,2,101,159,28,59,1500,59,20.2,1002.1,14.1,0,3,0,5
2020,2013,5,24,3,97,142,22,55,1080,33,19.4,1001.9,13.8,0,5,0.4,5
2021,2013,5,24,4,98,200,17,55,1200,37,18.8,1002.5,13.9,0,3,0.2,5
2022,2013,5,24,5,130,259,13,151,2600,3,19.6,1003.3,14,0,7,0.6,5
2023,2013,5,24,6,137,279,18,140,2299,14,22.2,1004.2,15.8,0,7,0.2,5
2024,2013,5,24,7,189,393,23,105,2399,23,24.7,1004.3,15.6,0,3,0.7,5
2025,2013,5,24,8,192,256,38,87,2500,61,26.8,1004.5,10.1,0,6,1.3,5
2026,2013,5,24,9,145,256,48,70,2200,91,28.6,1004.7,8.3,0,7,1,5
2027,2013,5,24,10,43,43,24,32,800,75,30.6,1004.6,8.3,0,4,1.2,5
2028,2013,5,24,11,24,49,11,22,600,96,31.1,1004.5,9.9,0,2,0.9,5
2029,2013,5,24,12,25,81,8,23,600,120,31,1004.3,9.2,0,0,1.5,5
2030,2013,5,24,13,39,75,9,22,600,144,31.5,1004.1,10.2,0,5,1,5
2031,2013,5,24,14,34,98,10,19,600,137,30.8,1003.8,10.2,0,5,1.3,5
2032,2013,5,24,15,39,49,11,19,600,136,27,1004.4,16.6,0,0,1.9,5
2033,2013,5,24,16,122,583,47,48,2799,131,25.4,1004.8,14.2,0,1,1.4,5
2034,2013,5,24,17,148,583,50,50,2200,135,24.7,1004.5,12,0,1,1.1,5
2035,2013,5,24,18,59,59,19,43,1000,91,24.6,1004.6,11.5,0,6,1.6,5
2036,2013,5,24,19,3,19,14,52,900,78,23.5,1005,11.5,0,6,0.8,5
2037,2013,5,24,20,3,20,12,55,800,68,23.2,1005.4,11.9,0,6,0.5,5
2038,2013,5,24,21,3,39,10,57,700,61,22.9,1005.8,11.3,0,5,0.1,5
2039,2013,5,24,22,3,39,9,80,700,30,22.5,1005.9,10.9,0,6,0.5,5
2040,2013,5,24,23,3,26,8,83,600,25,21.9,1005.8,11.9,0,6,0.2,5
2041,2013,5,25,0,44,58,8,83,500,25,21.4,1005.6,11.7,0,3,0,5
2042,2013,5,25,1,64,150,7,103,600,3,21.3,1005.1,12.4,0,3,0.5,5
2043,2013,5,25,2,87,248,8,112,800,2,20.3,1004.6,11.8,0,5,0,5
2044,2013,5,25,3,59,248,10,114,800,2,19.2,1004.5,12.5,0,3,0.1,5
2045,2013,5,25,4,42,51,8,103,400,2,18.4,1004.7,12.2,0,3,0,5
2046,2013,5,25,5,51,110,8,98,600,2,18.5,1005,12.3,0,3,0.1,5
2047,2013,5,25,6,45,86,7,88,500,6,20.6,1004.9,12,0,3,0,5
2048,2013,5,25,7,41,61,7,83,400,17,23.1,1004.8,12.1,0,2,0.8,5
2049,2013,5,25,8,38,48,9,65,300,39,24.6,1004.6,11.2,0,15,1.6,5
2050,2013,5,25,9,38,49,11,70,400,52,26.8,1004.1,10.9,0,9,1.5,5
2051,2013,5,25,10,53,120,14,76,500,74,27.5,1003.8,8.9,0,11,1.7,5
2052,2013,5,25,11,64,72,15,77,500,96,28.5,1003.2,7.7,0,8,1.7,5
2053,2013,5,25,12,69,72,17,55,500,146,29.4,1002.2,9,0,9,2.6,5
2054,2013,5,25,13,52,106,32,47,700,173,30.3,1001.5,9.8,0,12,2,5
2055,2013,5,25,14,68,142,30,48,800,192,30.5,1000.8,11,0,10,1.9,5
2056,2013,5,25,15,83,134,47,53,1200,208,30.2,1000.2,10.7,0,10,2.2,5
2057,2013,5,25,16,93,156,55,56,1500,231,29.8,999.8,11.3,0,11,1.6,5
2058,2013,5,25,17,99,174,55,59,1700,242,28.9,999.6,11,0,11,1.5,5
2059,2013,5,25,18,104,166,54,63,1800,248,27.6,999.9,12,0,15,1.2,5
2060,2013,5,25,19,109,177,46,70,1500,225,26.2,1000.6,11.9,0,12,0.6,5
2061,2013,5,25,20,118,179,40,80,1500,191,25.8,1001.4,15.8,0,2,1.6,5
2062,2013,5,25,21,130,335,31,98,1200,132,24.8,1001.8,17.3,0,10,1,5
2063,2013,5,25,22,147,298,16,96,800,69,23.9,1001.9,17.4,0,9,1.3,5
2064,2013,5,25,23,149,161,25,96,1100,39,22.9,1001.6,17.4,0,15,0.4,5
2065,2013,5,26,0,133,144,30,100,1300,20,22.5,1001.2,17.4,0,11,0.2,5
2066,2013,5,26,1,130,138,24,96,1000,17,21.9,1000.8,17.3,0,0,1.2,5
2067,2013,5,26,2,57,124,16,112,800,2,21.2,1000.8,16.6,0,1,0.8,5
2068,2013,5,26,3,72,104,18,108,800,2,20.9,1000.5,16.3,0,0,0.7,5
2069,2013,5,26,4,168,104,18,77,500,42,20.8,1000.4,16.4,0,4,0.4,5
2070,2013,5,26,5,97,128,18,72,500,44,21,1000.8,16.2,0,5,0.9,5
2071,2013,5,26,6,101,132,22,84,600,29,21.6,1000.9,16.3,0,5,0.6,5
2072,2013,5,26,7,103,118,36,84,1100,31,22.3,1000.8,16.8,0,4,0.4,5
2073,2013,5,26,8,110,139,55,93,1399,26,22.5,1000.9,16.8,0,1,0.5,5
2074,2013,5,26,9,114,152,48,93,1300,31,22.7,1001.2,16.7,0,6,0.7,5
2075,2013,5,26,10,113,142,36,102,1200,27,22.7,1000.7,16.9,0,3,0.8,5
2076,2013,5,26,11,106,143,33,107,1300,30,23.3,1000.3,16.6,0,7,0.7,5
2077,2013,5,26,12,106,131,32,102,1200,35,22.8,1000,17.7,0,2,2.3,5
2078,2013,5,26,13,177,202,21,110,1500,31,22.2,999.8,17.3,0,0,1.3,5
2079,2013,5,26,14,176,202,18,102,2000,40,22.9,999.4,17.4,0,0,1.2,5
2080,2013,5,26,15,124,170,26,114,2799,37,22.2,999.9,16.7,0,2,2.4,5
2081,2013,5,26,16,146,154,30,98,2299,57,21.6,1000.3,16.5,0,9,1.2,5
2082,2013,5,26,17,156,166,18,81,1500,48,21.3,1000.2,16.5,0,9,1.2,5
2083,2013,5,26,18,177,166,13,76,1200,50,19.8,1001,17.8,0.4,2,0.6,5
2084,2013,5,26,19,160,165,5,74,900,40,19.3,1001.6,17.3,0.1,1,1.1,5
2085,2013,5,26,20,127,166,3,71,600,31,18.3,1002.7,16.8,0,0,0.8,5
2086,2013,5,26,21,122,51,3,73,800,20,17.9,1003.1,16.8,1.6,0,1.4,5
2087,2013,5,26,22,111,33,3,70,500,30,17.3,1003.4,16.2,0.5,10,2.5,5
2088,2013,5,26,23,86,86,3,58,300,43,16.7,1003.5,15.6,0.2,4,0.6,5
2089,2013,5,27,0,82,82,3,50,200,54,16.5,1002.7,15.5,0.8,4,0.1,5
2090,2013,5,27,1,77,18,3,45,100,60,16.5,1002,15.7,1.1,3,0,5
2091,2013,5,27,2,81,21,3,43,760,59.3334,16.6,1001.2,15.8,0.3,1,0.5,5
2092,2013,5,27,3,84,29,3,44,200,50,16.5,1001.4,15.7,0.2,0,0.4,5
2093,2013,5,27,4,90,33,3,45,300,45,16.2,1001.3,15.4,0.6,1,0.8,5
2094,2013,5,27,5,94,27,3,43,500,51,16.5,1001.2,15.7,0,6,0.8,5
2095,2013,5,27,6,96,51,3,45,500,46,16.6,1001.7,15.8,0.1,3,0.1,5
2096,2013,5,27,7,97,43,3,53,500,36,16.8,1001.9,15.8,0,4,0.6,5
2097,2013,5,27,8,102,61,3,65,700,23,17.2,1001.6,16.1,0.1,4,0.5,5
2098,2013,5,27,9,93,42,3,65,600,29,17.3,1001.4,15.8,0,5,0.6,5
2099,2013,5,27,10,90,36,3,70,800,30,18.5,1001.5,16.3,0,6,0.7,5
2100,2013,5,27,11,90,60,3,72,700,32,19.2,1000.5,15.9,0,12,0.8,5
2101,2013,5,27,12,96,38,5,67,800,44,19.3,999.6,15.2,0,3,0.5,5
2102,2013,5,27,13,76,84,3,60,900,51,20.3,999.2,15.5,0,13,1.7,5
2103,2013,5,27,14,27,69,3,59,1000,48,21.2,998.5,15.3,0,15,1.1,5
2104,2013,5,27,15,12,49,5,56,1000,58,22,998.4,15.4,0,13,1.3,5
2105,2013,5,27,16,3,74,10,54,1000,69,22.1,997.7,15.4,0,13,0,5
2106,2013,5,27,17,15,84,6,36,1000,96,21.5,997.6,15.8,0,3,0.1,5
2107,2013,5,27,18,17,88,4,36,1100,91,21.1,998.5,15.4,0,13,0.5,5
2108,2013,5,27,19,31,86,3,42,1100,86,20.7,998.1,16.3,0,1,0.4,5
2109,2013,5,27,20,62,113,3,59,1200,65,19.8,999,16.1,0,4,0.1,5
2110,2013,5,27,21,73,126,3,88,1200,28,19.5,998.6,16.5,0,15,0.7,5
2111,2013,5,27,22,84,127,3,105,1300,6,19.4,998,16.4,0,15,1,5
2112,2013,5,27,23,67,199,3,95,1399,4,18.8,997.5,16.6,0,15,1,5
2113,2013,5,28,0,3,110,3,70,1600,8,18.4,996.9,16.6,0,12,1.1,5
2114,2013,5,28,1,65,96,3,72,1700,3,18.1,996.7,16.4,0,8,0.6,5
2115,2013,5,28,2,78,100,4.4848,56,1100,4,17.9,996.9,16.6,0,13,0.8,5
2116,2013,5,28,3,82,104,4,59,620,38.8,18,996.7,16.5,0,13,0,5
2117,2013,5,28,4,86,88,3,50.8,700,5,18,997.1,16.5,0,2,0.6,5
2118,2013,5,28,5,95,112,3,67,1100,2,17.8,997.1,16.7,0.5,15,0.6,5
2119,2013,5,28,6,88,116,3,62,1300,2,17.5,997.2,16.2,0.3,14,0.6,5
2120,2013,5,28,7,77,64,3,53,1200,2,17.8,997.8,16.7,0,13,0.8,5
2121,2013,5,28,8,54,55,3,52,1200,2,18.2,999,17,0.3,10,0.6,5
2122,2013,5,28,9,68,106,3,57,1300,2,18.9,999,17.7,0.3,3,0.8,5
2123,2013,5,28,10,60,62,3,65,1399,4,19.2,998.2,17.2,0.2,5,0.5,5
2124,2013,5,28,11,57,78,3,73,1399,7,20.4,998.3,17.4,0,0,0.4,5
2125,2013,5,28,12,49,78,3,80,1300,8,19.7,998.7,17.3,0,14,0.8,5
2126,2013,5,28,13,36,78,3,80,1200,11,20,998,17.2,0,13,1.2,5
2127,2013,5,28,14,68,87,3,78,1100,44,20.5,998.5,17.7,0,15,1.8,5
2128,2013,5,28,15,70,133,3,79,1100,27,21.4,998,18,0,15,1.9,5
2129,2013,5,28,16,70,110,4,56,1000,18,22.7,997.2,17.4,0,12,1.7,5
2130,2013,5,28,17,60,4,5,53,1000,43,22.2,996.8,16.7,0,12,1,5
2131,2013,5,28,18,49,21,5,46,900,58,21.2,997,16.8,0,11,1.6,5
2132,2013,5,28,19,40,70,4,49,900,42,20.2,997.3,16.8,0,13,0.9,5
2133,2013,5,28,20,65,94,3,57,900,26,19,998.7,16.6,0,3,0.4,5
2134,2013,5,28,21,83,91,3,75,1000,7,17.8,999.6,13.7,0,14,1.5,5
2135,2013,5,28,22,92,92,3,79,1100,9,23.7,1000.4,-1.3,0,7,2.4,5
2136,2013,5,28,23,52,52,3,25,300,54,23.2,1001,0.3,0,13,2.1,5
2137,2013,5,29,0,48,216,3,13,300,61,22.4,1001.2,1.4,0,13,2.9,5
2138,2013,5,29,1,30,153,4,14,300,61,21,1001.7,2.7,0,14,2.3,5
2139,2013,5,29,2,6,87,3,10,300,66,20.6,1002.1,2.9,0,3,1.7,5
2140,2013,5,29,3,9,37,4,12,300,60,20,1002.4,3.6,0,13,2.6,5
2141,2013,5,29,4,11,35,4,16,300,53,20.1,1002.7,3.3,0,13,2.1,5
2142,2013,5,29,5,3,12,4,12,300,55,19.3,1003.5,4.2,0,14,1.5,5
2143,2013,5,29,6,3,13,3,14,300,51,20.1,1003.9,3.7,0,14,0.4,5
2144,2013,5,29,7,3,10,4,19,300,50,22.4,1004.1,3.5,0,14,2.2,5
2145,2013,5,29,8,3,6,3,17,300,55,24.3,1004.1,4.1,0,6,1.7,5
2146,2013,5,29,9,3,6,3,16,300,63,25.1,1003.7,3.1,0,15,1.7,5
2147,2013,5,29,10,14,6,5,17,300,70,25.8,1002.8,1.8,0,7,2,5
2148,2013,5,29,11,14,14,3,14,300,82,27.2,1002.4,0.8,0,14,3.1,5
2149,2013,5,29,12,8,8,3,14,300,90,28.1,1001.8,-0.1,0,6,1.1,5
2150,2013,5,29,13,8,8,4,14,300,99,29.4,1001.3,-1.9,0,12,1.9,5
2151,2013,5,29,14,17,19,5,16,300,103,30.2,1000.6,-2.4,0,13,3.8,5
2152,2013,5,29,15,17,6,6,15,300,93,30.2,1000.2,-3.5,0,14,4.3,5
2153,2013,5,29,16,4.6,6,4,16,320,60,31,999.7,-1.7,0,15,1.6,5
2154,2013,5,29,17,6,6,9,20,820,81,29.3,999.6,1.7,0,10,1.2,5
2155,2013,5,29,18,14,157,5,26,800,118,26.9,999.7,5.2,0,11,1.4,5
2156,2013,5,29,19,22,143,6,34,800,115,25,1000,6.7,0,15,1.3,5
2157,2013,5,29,20,22,143,6,34,800,98,23.8,1000.4,6.1,0,15,1.3,5
2158,2013,5,29,21,41,84,10,54,900,80,22.4,1000.8,7.4,0,13,1.6,5
2159,2013,5,29,22,51,119,12,81,1100,44,21.1,1000.6,3.3,0,13,0.7,5
2160,2013,5,29,23,46,108,11,103,1000,18,19.6,1000.8,4.9,0,5,0.4,5
2161,2013,5,30,0,47,108,7,103,1000,3,17.5,1000.8,7,0,4,0.1,5
2162,2013,5,30,1,68,172,8,102,1200,2,16.4,1000.5,8.6,0,3,0.1,5
2163,2013,5,30,2,80,192,8,102,1000,2,15.4,1000.5,7.7,0,3,0.2,5
2164,2013,5,30,3,53,169,9,94,1200,2,15.7,1000.7,8,0,15,0.7,5
2165,2013,5,30,4,51,113,8,95,1100,2,15.3,1001.1,8.5,0,14,0.2,5
2166,2013,5,30,5,38,59,8,94,900,2,15.8,1001.6,8.8,0,13,0.7,5
2167,2013,5,30,6,41,89,8,87,900,5,19.8,1001.7,7.8,0,2,0.6,5
2168,2013,5,30,7,41,74,9,80,1000,13,22.9,1001.9,4.9,0,2,1.7,5
2169,2013,5,30,8,36,63,10,59,900,39,25.1,1001.6,6.8,0,1,0.8,5
2170,2013,5,30,9,40,110,11,59,900,53,27.1,1000.7,5.4,0,12,0.9,5
2171,2013,5,30,10,52,104,12,73,1000,61,29.7,1000,7.6,0,8,1,5
2172,2013,5,30,11,68,140,13,93,1200,77,31.7,999,7.4,0,9,2,5
2173,2013,5,30,12,88,142,14,84,1100,114,33.2,998,7.2,0,10,2.3,5
2174,2013,5,30,13,99,131,13,82,1000,140,33.8,997.1,2.6,0,12,3,5
2175,2013,5,30,14,70,131,14,37,900,170,34.5,996.3,2.1,0,12,2.9,5
2176,2013,5,30,15,70,70,14,37,560,134.39952,34.6,995.8,5.1,0,11,1.8,5
2177,2013,5,30,16,60,223,12,26,700,49.04092,33.9,995.5,3.6,0,8,2.1,5
2178,2013,5,30,17,65,93,13,31,1000,189,32.4,995.3,8.6,0,11,1.5,5
2179,2013,5,30,18,65,311,22,35,1000,195,30.8,995.7,7.3,0,12,1.8,5
2180,2013,5,30,19,66,311,23,35,1000,191,29.2,995.9,8.8,0,11,3.5,5
2181,2013,5,30,20,81,254,20,47,1300,174,27.8,996.2,10,0,15,2.4,5
2182,2013,5,30,21,77,217,23,44,1500,151,26.6,996.2,9.9,0,12,1.6,5
2183,2013,5,30,22,90,158,24,48,1399,128,25.6,995.8,9.8,0,12,0.9,5
2184,2013,5,30,23,117,160,26,54,1300,108,24.8,995.3,9.1,0,11,1.8,5
2185,2013,5,31,0,88,147,24,64,1200,89,24,995.2,8.8,0,15,1.5,5
2186,2013,5,31,1,74,139,24,50,1100,88,22.9,995.5,9.3,0,1,0.7,5
2187,2013,5,31,2,66,147,21,55,1000,76,21.3,995.4,9.8,0,15,0.7,5
2188,2013,5,31,3,67,144,19,67,1000,57,19.9,995.4,10.6,0,15,0,5
2189,2013,5,31,4,65,165,17,84,1000,38,19.3,995.7,12.1,0,3,0.2,5
2190,2013,5,31,5,68,194,14,73,1100,41,19.5,996.2,13.7,0,10,0.8,5
2191,2013,5,31,6,89,200,14,73,1200,37,20.5,996.4,14.4,0,15,1,5
2192,2013,5,31,7,98,170,14,64,1200,43,22.7,996.6,14.3,0,11,0.8,5
2193,2013,5,31,8,113,171,17,63,1200,51,24.3,996.2,13.8,0,0,1.4,5
2194,2013,5,31,9,144,162,24,63,1300,64,25.4,996.2,14.2,0,10,1,5
2195,2013,5,31,10,128,182,31,73,1300,76,26.4,996,14.5,0,10,1.4,5
2196,2013,5,31,11,133,210,33,71,1399,86,27.9,995.3,14.2,0,9,2,5
2197,2013,5,31,12,132,170,39,54,1300,127,28.5,995,15.1,0,10,1.2,5
2198,2013,5,31,13,131,192,42,39,1300,158,28.9,993.9,15.1,0,8,2.3,5
2199,2013,5,31,14,125,160,42,35,1300,176,29.4,993.2,14.8,0,10,1.6,5
2200,2013,5,31,15,124,138,48,34,1399,202,29.5,992.6,15.6,0,11,1.2,5
2201,2013,5,31,16,124,195,53,37,1500,199,28.5,992.5,16.1,0,8,1.3,5
2202,2013,5,31,17,139,236,46,41,1500,197,27.1,992.5,17,0,9,2.6,5
2203,2013,5,31,18,150,265,37,43,1800,181,26.1,993.1,16.9,0,11,0.9,5
2204,2013,5,31,19,154,212,33,46,1700,167,25.4,993.7,16.8,0,2,1,5
2205,2013,5,31,20,158,198,28,57,1700,146,24.8,994.9,17.3,0,11,0.7,5
2206,2013,5,31,21,157,228,23,53,1399,122,24.1,995.1,17.3,0,12,0,5
2207,2013,5,31,22,151,187,20,56,1399,99,22.7,995.7,17.4,0,10,0.2,5
2208,2013,5,31,23,146,168,18,75,1300,63,21.9,995.9,17.3,0,3,0.5,5
2209,2013,6,1,0,146,169,16,88,1399,43,21.1,996.1,17.5,0,14,0.5,5
2210,2013,6,1,1,153,200,16,94,1399,29,20.4,996.3,17.4,0,12,0.4,5
2211,2013,6,1,2,164,221,16,92,1300,10,19.9,996.4,17.3,0,3,0,5
2212,2013,6,1,3,174,188,10,104,1499.8,57.2,19.3,996.7,17.3,0,3,0.2,5
2213,2013,6,1,4,186,228,7,105,900,7,18.6,997.8,16.7,0,12,0.6,5
2214,2013,6,1,5,208,215,6,91,1399,7,19.4,998.8,16.4,0,13,1,5
2215,2013,6,1,6,185,215,6,93,1300,18,22,999.2,16.3,0,4,0.5,5
2216,2013,6,1,7,176,178,10,74,1200,41,25.3,999.6,13.5,0,1,0.9,5
2217,2013,6,1,8,160,166,13,68,1100,64,27.8,999.6,1.3,0,4,1.3,5
2218,2013,6,1,9,104,167,18,44,700,81,29.5,999.7,-0.8,0,4,1.4,5
2219,2013,6,1,10,20,20,3,21,400,86,30.4,999.4,-1.1,0,0,1.5,5
2220,2013,6,1,11,18,43,3,23,300,91,30.7,999,2,0,11,0.5,5
2221,2013,6,1,12,12,12,3,15,300,104,29.8,998.7,1.3,0,4,0.8,5
2222,2013,6,1,13,15,18,3,17,300,104,30.2,998.2,-0.3,0,14,0.9,5
2223,2013,6,1,14,6,8,3,18,300,107,31.8,997.6,2,0,9,1,5
2224,2013,6,1,15,17,65,3,21,300,127,30.5,998.1,1.8,0,9,1.6,5
2225,2013,6,1,16,25,61,3,33,400,156,29.5,998.8,4.2,0,6,2.4,5
2226,2013,6,1,17,26,72,3,38,400,140,28.5,999.1,4.7,0,7,1.5,5
2227,2013,6,1,18,20,215,3,29,400,104,27,999.7,5.9,0,3,0.1,5
2228,2013,6,1,19,36,101,4,44,600,141,25.3,999.4,6,0,15,0.5,5
2229,2013,6,1,20,45,104,5,56,600,114,24.4,999.7,7.9,0,9,1.8,5
2230,2013,6,1,21,178,213,6,105,800,63,23.5,1000.3,7.6,0,2,0.6,5
2231,2013,6,1,22,69,197,10,64,800,84,21.9,1000.9,8.4,0,13,0.8,5
2232,2013,6,1,23,82,158,14,68,1000,86,21.2,1000.8,9.7,0,15,0,5
2233,2013,6,2,0,87,184,14,88,1000,55,20.2,999.7,10.3,0,3,0.4,5
2234,2013,6,2,1,95,162,13,119,1100,30,19.4,999.7,10.7,0,3,0,5
2235,2013,6,2,2,107,200,14,107,1100,41,18.6,999.2,11.2,0,3,0.1,5
2236,2013,6,2,3,110,242,12,142,1100,2,18,999.1,11.8,0,3,0,5
2237,2013,6,2,4,80,87,10,87,900,25,18,999,11.3,0,4,0.5,5
2238,2013,6,2,5,88,169,10,100,1100,14,18.4,999.1,11.7,0,5,0.7,5
2239,2013,6,2,6,90,143,10,107,1100,7,20.3,999.3,11.5,0,2,1.2,5
2240,2013,6,2,7,95,190,13,97,1200,13,21.1,998.9,12.5,0,5,0.6,5
2241,2013,6,2,8,139,262,21,97,1600,20,21.3,998.9,14.7,0,1,0.7,5
2242,2013,6,2,9,206,270,27,102,2000,24,22,998.4,15.6,0,3,0,5
2243,2013,6,2,10,212,262,32,100,2000,31,22.7,997.8,15.8,0,3,0.7,5
2252,2013,6,2,19,236,213,13,91,2100,91,23.9,994.7,18.3,0,4,0.8,5
2255,2013,6,2,22,230,187,20,65,2000,79,22.5,996.3,17.6,0,5,0.4,5
2256,2013,6,2,23,237,183,17,63,2100,65,21.8,996.1,17.6,0,3,0.7,5
2257,2013,6,3,0,237,170,17,63,2100,65,21.2,995.7,17.6,0,4,0.5,5
2258,2013,6,3,1,213,167,16,54,1899,57,20.4,995.5,17.2,0,1,0,5
2259,2013,6,3,2,213,149,15,63,1800,39,19.7,995.5,16.9,0,3,0,5
2260,2013,6,3,3,220,166,13,61,1800,31,19,995.3,17,0,4,0.4,5
2261,2013,6,3,4,224,156,10,56,1899,30,18.6,996.1,16.7,0,4,0,5
2262,2013,6,3,5,204,148,11,67,1800,22,18.8,997,16.9,0,14,0.7,5
2263,2013,6,3,6,206,165,11,70,2000,20,20.9,997.5,17.9,0,12,0.6,5
2264,2013,6,3,7,196,198,11,80,2100,15,24,997.7,17.5,0,4,0.7,5
2265,2013,6,3,8,224,199,15,68,1899,48,25.9,998.2,17.8,0,4,0.7,5
2266,2013,6,3,9,215,167,17,49,1700,97,27.3,998.3,16.6,0,1,1.8,5
2267,2013,6,3,10,208,131,20,49,1700,128,28.9,998,14.7,0,0,1.6,5
2268,2013,6,3,11,191,191,28,48,1500,154,30.7,997.3,12.6,0,1,1.6,5
2269,2013,6,3,12,144,9,25,44,1300,178,32.5,996.7,12.2,0,5,0.9,5
2270,2013,6,3,13,124,57,20,36,1200,211,33.3,996.6,10,0,11,1.5,5
2271,2013,6,3,14,114,44,17,32,1100,238,33.7,996.5,11.5,0,10,2.3,5
2272,2013,6,3,15,110,251,15,38,1200,271,32.7,996.6,15.2,0,9,1.1,5
2273,2013,6,3,16,171,311,23,45,1500,325,31.7,996.9,13,0,12,2.2,5
2274,2013,6,3,17,142,312,25,41,1399,301,30.8,997,12.7,0,8,1,5
2275,2013,6,3,18,134,172,24,40,1399,254,29.4,997.2,12.8,0,10,0.8,5
2276,2013,6,3,19,131,173,22,55,1399,225,26.9,998,14.3,0,13,0.8,5
2277,2013,6,3,20,127,143,18,80,1399,167,24.9,998.7,14.4,0,13,0.8,5
2278,2013,6,3,21,142,217,17,106,1600,113,24,999.1,14.4,0,13,0,5
2279,2013,6,3,22,158,253,18,139,1800,62,22.8,999.6,14.6,0,3,0,5
2280,2013,6,3,23,158,253,18,139,1800,62,22.3,999.9,15.4,0,6,0.5,5
2281,2013,6,4,0,180,303,13,192,2200,4,21.8,1000,14.7,0,5,0,5
2282,2013,6,4,1,180,262,10,188,1800,3,21.1,1000.4,14.7,0,13,0.4,5
2283,2013,6,4,2,145,165,8,154,1600,10,20.8,1000.9,15.1,0,13,0.5,5
2284,2013,6,4,3,160,184,9,148,1600,5,21.8,1001.9,14.2,0,4,0.8,5
2285,2013,6,4,4,137,177,8,136,1600,14,21.8,1002.6,15.2,0,1,0.6,5
2286,2013,6,4,5,173,310,10,166,1700,4,21.7,1003.7,16.6,0,6,0.8,5
2287,2013,6,4,6,221,302,12,107,1800,41,21.9,1004.4,16.8,0,0,1.7,5
2288,2013,6,4,7,214,198,17,65,2000,95,21.6,1005.1,16.5,0,9,1,5
2289,2013,6,4,8,194,203,27,55,2600,113,21.6,1005.1,16.5,0,9,1,5
2290,2013,6,4,9,196,170,27,59,2299,101,21.7,1005.7,16.6,0,0,1.7,5
2291,2013,6,4,10,194,172,27,68,2500,83,21.7,1005.6,16.4,0,4,0.9,5
2292,2013,6,4,11,183,162,29,74,2500,72,21.7,1006,16.4,0,1,0.6,5
2293,2013,6,4,12,167,152,28,68,2500,70,21.6,1005.2,15.7,0,4,0.1,5
2294,2013,6,4,13,184,211,33,75,2799,57,22.2,1004.3,16.7,0,5,1.3,5
2295,2013,6,4,14,178,70,26,82,2500,46,19.8,1005,16.1,0,4,1.2,5
2296,2013,6,4,15,149,206,22,77,2399,48,20,1004.9,16,0,4,0.8,5
2297,2013,6,4,16,110,10,15,51,1800,77,20.3,1003.9,15.9,0,0,1.2,5
2298,2013,6,4,17,118,71,13,51,1700,76,20.3,1004,15.7,0,15,0.9,5
2299,2013,6,4,18,114,76,13,69,1700,69,20.6,1004.8,16.4,0,13,1.2,5
2300,2013,6,4,19,123,79,12,62,1700,75,20.5,1004.6,16.1,0,1,0.5,5
2301,2013,6,4,20,124,139,13,74,2000,49,20.2,1005,16.4,0,4,0.6,5
2302,2013,6,4,21,143,116,12,60,1800,54,20.3,1005.5,16.5,0,4,0.9,5
2303,2013,6,4,22,126,126,9,58,1899,47,19.2,1004.6,17.3,1.6,4,0.5,5
2304,2013,6,4,23,123,128,6,49,1700,50,18.8,1004.7,17.6,0.8,1,0,5
2305,2013,6,5,0,109,119,4,55,1700,34,18.5,1004.2,17.3,0.7,0,0.8,5
2306,2013,6,5,1,122,40,3,38,1500,44,18.6,1003.7,17.6,0.1,0,0,5
2307,2013,6,5,2,76,20,3,33,1000,42,18.6,1004.6,17.6,0,1,0.1,5
2308,2013,6,5,3,72,33,3,31,720,84.12708,18.6,1003.3,17.6,0,3,0,5
2309,2013,6,5,4,83,25,3,32,800,47,18.7,1004,17.7,0.1,3,0.2,5
2310,2013,6,5,5,92,60,3,36,1200,39,18.6,1004.5,17.6,0,9,0.6,5
2311,2013,6,5,6,92,48,3,37,1300,41,18.5,1004.7,17.7,0.6,0,0.1,5
2312,2013,6,5,7,70,30,3,35,1100,70,18.5,1005.2,17.7,0.3,3,0,5
2313,2013,6,5,8,83,48,3,56,1300,41,18.7,1005.4,17.9,0.3,4,0.5,5
2314,2013,6,5,9,81,47,3,53,1700,36,19,1005.4,18,0,4,0.6,5
2315,2013,6,5,10,123,77,3,69,2100,18,19.3,1005.1,18.1,0,10,0.8,5
2316,2013,6,5,11,125,70,3,70,2000,19,19.4,1004.7,18.1,0,0,0.1,5
2317,2013,6,5,12,134,87,3,75,2200,12,19.5,1004.3,18.2,0,2,0.2,5
